Villa Constitución, 3641, S, 11, AR, -33.22778000, -60.32970000, 2019-10-05 23:58:21, 2020-05-01 18:52:33, 1, Q2584195
Villa Cura Brochero, 3642, X, 11, AR, -31.70578000, -65.01796000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q1818180
Villa Dolores, 3642, X, 11, AR, -31.94585000, -65.18958000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q374013
Villa Elisa, 3654, E, 11, AR, -32.16320000, -58.40082000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q52581
Villa Escolar, 3652, P, 11, AR, -26.62209000, -58.67134000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q5854222
Villa General Belgrano, 3642, X, 11, AR, -31.97828000, -64.55627000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q1013424
Villa General Guemes, 3652, P, 11, AR, -24.75530000, -59.48940000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q1013424
Villa General Mitre, 3635, G, 11, AR, -29.14310000, -62.65248000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q1016062
Villa General Roca, 3636, D, 11, AR, -32.66535000, -66.45052000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q678141
Villa Giardino, 3642, X, 11, AR, -31.03333000, -64.48333000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q839912
Villa Hernandarias, 3654, E, 11, AR, -31.23097000, -59.98464000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q7930352
Villa Huidobro, 3642, X, 11, AR, -34.83826000, -64.58686000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q2730365
Villa La Angostura, 3648, Q, 11, AR, -40.76173000, -71.64631000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q106096
Villa Las Rosas, 3642, X, 11, AR, -31.95021000, -65.05354000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q9093939
Villa Lugano, 3656, B, 11, AR, -34.67907000, -58.47263000, 2019-10-05 23:58:21, 2020-08-15 22:19:01, 1, Q9093939
Villa Mantero, 3654, E, 11, AR, -32.39727000, -58.74596000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q7930410
Villa María, 3642, X, 11, AR, -32.40751000, -63.24016000, 2019-10-05 23:58:21, 2020-05-01 18:52:33, 1, Q2525523
Villa María Grande, 3654, E, 11, AR, -31.66565000, -59.90182000, 2019-10-05 23:58:21, 2020-05-01 18:52:33, 1, Q2378999
Villa Mercedes, 3636, D, 11, AR, -33.67571000, -65.45783000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q1756745
Villa Mugueta, 3641, S, 11, AR, -33.31129000, -61.05515000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q1756745
Villa Nueva, 3642, X, 11, AR, -32.43293000, -63.24763000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q6162298
Villa Ocampo, 3641, S, 11, AR, -28.48752000, -59.35515000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q21825595
Villa Ojo de Agua, 3635, G, 11, AR, -29.50003000, -63.69377000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q1016067
Villa Ortúzar, 3656, B, 11, AR, -34.57973000, -58.46829000, 2019-10-05 23:58:21, 2020-08-15 22:19:02, 1, Q1016067
Villa Paranacito, 3654, E, 11, AR, -33.71381000, -58.65844000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q662831
Villa Paula de Sarmiento, 3634, J, 11, AR, -31.49330000, -68.53838000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q21832403
Villa Reducción, 3642, X, 11, AR, -33.20105000, -63.86234000, 2019-10-05 23:58:21, 2020-05-01 18:52:33, 1, Q11071461
Villa Regina, 3639, R, 11, AR, -39.10000000, -67.06667000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q1017096
Villa Rumipal, 3642, X, 11, AR, -32.18790000, -64.48027000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q10391476
Villa Santa Rita, 3656, B, 11, AR, -34.61082000, -58.48100000, 2019-10-05 23:58:21, 2020-08-15 22:19:04, 1, Q10391476
Villa Trinidad, 3641, S, 11, AR, -30.21329000, -61.87597000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q10751249
Villa Tulumba, 3642, X, 11, AR, -30.39552000, -64.12241000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q3111419
Villa Urquiza, 3654, E, 11, AR, -31.64757000, -60.37516000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q7930524
Villa Valeria, 3642, X, 11, AR, -34.34093000, -64.92030000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q9093936
Villa de Soto, 3642, X, 11, AR, -30.85523000, -64.99947000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q9093952
Villa del Dique, 3642, X, 11, AR, -32.17667000, -64.45543000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q2170454
Villa del Rosario, 3642, X, 11, AR, -31.55660000, -63.53452000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q2314221
Villa del Rosario, 3654, E, 11, AR, -30.79567000, -57.91257000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q7930566
Villa del Totoral, 3642, X, 11, AR, -30.81667000, -63.71667000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q2636994
Villa Ángela, 3640, H, 11, AR, -27.57383000, -60.71526000, 2019-10-05 23:58:21, 2020-05-01 18:52:33, 1, Q1657303
Villaguay, 3654, E, 11, AR, -31.86530000, -59.02689000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q2297707
Vinchina, 3653, F, 11, AR, -28.75964000, -68.20692000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q2297707
Vista Alegre, 3648, Q, 11, AR, -38.75000000, -68.18333000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q7936429
Wanda, 3644, N, 11, AR, -25.96879000, -54.56285000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q3115808
Wenceslao Escalante, 3642, X, 11, AR, -33.17303000, -62.77078000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q10393380
Winifreda, 3655, L, 11, AR, -36.22643000, -64.23388000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q3036270
Yacimiento Río Turbio, 3649, Z, 11, AR, -51.57321000, -72.35080000, 2019-10-05 23:58:21, 2020-05-01 18:52:33, 1, Q21832512
Yapeyú, 3638, W, 11, AR, -29.46914000, -56.81841000, 2019-10-05 23:58:21, 2020-05-01 18:52:33, 1, Q55854
Yataity Calle, 3638, W, 11, AR, -29.01913000, -58.90846000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q21825635
Yerba Buena, 3637, T, 11, AR, -26.81667000, -65.31667000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q1719036
Yuto, 3645, Y, 11, AR, -23.64342000, -64.47194000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q1115054
Zapala, 3648, Q, 11, AR, -38.89916000, -70.05442000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q147196
Ñorquinco, 3639, R, 11, AR, -41.85072000, -70.90173000, 2019-10-05 23:58:21, 2020-05-01 18:52:33, 1, Q292866
Abfaltersbach, 2064, 7, 15, AT, 46.75715000, 12.52828000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q292866
Absam, 2064, 7, 15, AT, 47.29572000, 11.50593000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q292866
Absdorf, 2065, 3, 15, AT, 48.40021000, 15.97874000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q292866
Abtenau, 2061, 5, 15, AT, 47.56373000, 13.34599000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q334510
Abtissendorf, 2059, 6, 15, AT, 46.99583000, 15.45639000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q334510
Abwinden, 2058, 4, 15, AT, 48.25903000, 14.42625000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q334510
Achau, 2065, 3, 15, AT, 48.08026000, 16.38611000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q334510
Achenkirch, 2064, 7, 15, AT, 47.52659000, 11.70559000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q481857
Aderklaa, 2065, 3, 15, AT, 48.28333000, 16.53333000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q481857
Adlwang, 2058, 4, 15, AT, 47.99245000, 14.21742000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q481857
Admont, 2059, 6, 15, AT, 47.57537000, 14.46075000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q359324
Adnet, 2061, 5, 15, AT, 47.69746000, 13.13115000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q266015
Afiesl, 2058, 4, 15, AT, 48.58229000, 14.12777000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q383247
Aflenz Kurort, 2059, 6, 15, AT, 47.54211000, 15.23898000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q383351
Aggsbach, 2065, 3, 15, AT, 48.29404000, 15.40382000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q393419
Ahorn, 2058, 4, 15, AT, 48.52382000, 14.17408000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q402468
Aibl, 2059, 6, 15, AT, 46.68145000, 15.22619000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q403420
Aichkirchen, 2058, 4, 15, AT, 48.10944000, 13.79158000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q403728
Aigen im Ennstal, 2059, 6, 15, AT, 47.51667000, 14.13333000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q257539
Aigen im Mühlkreis, 2058, 4, 15, AT, 48.64578000, 13.97109000, 2019-10-05 23:58:21, 2020-05-01 18:52:35, 1, Q388049
Ainet, 2064, 7, 15, AT, 46.86603000, 12.68968000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q405982
Aistersheim, 2058, 4, 15, AT, 48.18680000, 13.74175000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q410180
Alberndorf in der Riedmark, 2058, 4, 15, AT, 48.40607000, 14.41441000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q681373
Alberschwende, 2063, 8, 15, AT, 47.45025000, 9.83152000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q665702
Albersdorf, 2059, 6, 15, AT, 47.12166000, 15.69826000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q665702
Aldrans, 2064, 7, 15, AT, 47.25000000, 11.45000000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q670188
Alkoven, 2058, 4, 15, AT, 48.28753000, 14.10748000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q670188
Alland, 2065, 3, 15, AT, 48.05829000, 16.07901000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q665137
Allentsteig, 2065, 3, 15, AT, 48.69725000, 15.32756000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q661747
Allerheiligen bei Wildon, 2059, 6, 15, AT, 46.91417000, 15.55444000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q696216
Allerheiligen im Mühlkreis, 2058, 4, 15, AT, 48.30215000, 14.65061000, 2019-10-05 23:58:21, 2020-05-01 18:52:35, 1, Q677454
Allerheiligen im Mürztal, 2059, 6, 15, AT, 47.46667000, 15.40000000, 2019-10-05 23:58:21, 2020-05-01 18:52:34, 1, Q695945
Allhaming, 2058, 4, 15, AT, 48.15246000, 14.17022000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q681118
Allhartsberg, 2065, 3, 15, AT, 48.02633000, 14.79009000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q661563
Alpbach, 2064, 7, 15, AT, 47.39878000, 11.94373000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q671394
Altach, 2063, 8, 15, AT, 47.35000000, 9.65000000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q433697
Altaussee, 2059, 6, 15, AT, 47.63844000, 13.76278000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q262951
Altenberg bei Linz, 2058, 4, 15, AT, 48.37284000, 14.35029000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q436729
Altenburg, 2065, 3, 15, AT, 48.64765000, 15.59295000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q436729
Altendorf, 2065, 3, 15, AT, 47.65000000, 16.01667000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q437032
Altenfelden, 2058, 4, 15, AT, 48.48555000, 13.96980000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q437032
Altenmarkt an der Triesting, 2065, 3, 15, AT, 48.01553000, 15.99661000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q437393
Altenmarkt bei Fürstenfeld, 2059, 6, 15, AT, 47.06638000, 16.04785000, 2019-10-05 23:58:21, 2020-05-01 18:52:34, 1, Q437393
Altenmarkt bei Sankt Gallen, 2059, 6, 15, AT, 47.72327000, 14.64838000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q437419
Altenmarkt im Pongau, 2061, 5, 15, AT, 47.38333000, 13.41667000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q255811
Altheim, 2058, 4, 15, AT, 48.25154000, 13.23406000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q440718
Althofen, 2057, 2, 15, AT, 46.87298000, 14.47449000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q441016
Altlengbach, 2065, 3, 15, AT, 48.15355000, 15.92606000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q442408
Altlichtenberg, 2058, 4, 15, AT, 48.36001000, 14.25845000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q4736750
Altlichtenwarth, 2065, 3, 15, AT, 48.64442000, 16.79664000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q442483
Altmelon, 2065, 3, 15, AT, 48.46222000, 14.96552000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q442814
Altmünster, 2058, 4, 15, AT, 47.90219000, 13.76415000, 2019-10-05 23:58:21, 2020-05-01 18:52:35, 1, Q443039
Amlach, 2064, 7, 15, AT, 46.81639000, 12.76361000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q472564
Ampass, 2064, 7, 15, AT, 47.26251000, 11.46226000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q472564
Ampflwang, 2058, 4, 15, AT, 48.08333000, 13.56667000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q472564
Amras, 2064, 7, 15, AT, 47.25000000, 11.41667000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q472564
Amstetten, 2065, 3, 15, AT, 48.12290000, 14.87206000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q251231
Andau, 2062, 1, 15, AT, 47.77441000, 17.03293000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q429623
Andelsbuch, 2063, 8, 15, AT, 47.41167000, 9.89326000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q490200
Andlersdorf, 2065, 3, 15, AT, 48.18333000, 16.66667000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q490200
Andorf, 2058, 4, 15, AT, 48.37130000, 13.57412000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q492434
Andritz, 2059, 6, 15, AT, 47.11387000, 15.42348000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q492434
Angath, 2064, 7, 15, AT, 47.50758000, 12.06513000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q255501
Anger, 2061, 5, 15, AT, 47.15593000, 13.10592000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q255501
Anger, 2059, 6, 15, AT, 47.27422000, 15.69139000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q255501
Angerberg, 2064, 7, 15, AT, 47.50563000, 12.03119000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q255501
Angern an der March, 2065, 3, 15, AT, 48.37778000, 16.82806000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q538297
Anif, 2061, 5, 15, AT, 47.75000000, 13.06667000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q252446
Annabichl, 2057, 2, 15, AT, 46.65000000, 14.31667000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q252446
Anras, 2064, 7, 15, AT, 46.77389000, 12.56083000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q568564
Ansfelden, 2058, 4, 15, AT, 48.20969000, 14.29004000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q257130
Antau, 2062, 1, 15, AT, 47.77377000, 16.47984000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q571503
Anthering, 2061, 5, 15, AT, 47.88333000, 13.01667000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q265268
Apetlon, 2062, 1, 15, AT, 47.74394000, 16.83020000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q618270
Apfelberg, 2059, 6, 15, AT, 47.20000000, 14.83333000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q618270
Arbesbach, 2065, 3, 15, AT, 48.49337000, 14.95308000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q629664
Ardagger Stift, 2065, 3, 15, AT, 48.15000000, 14.83333000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q629664
Ardning, 2059, 6, 15, AT, 47.59120000, 14.36372000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q639728
Arnfels, 2059, 6, 15, AT, 46.67639000, 15.40306000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q693471
Arnoldstein, 2057, 2, 15, AT, 46.54611000, 13.71000000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q693471
Arnreit, 2058, 4, 15, AT, 48.52513000, 13.99487000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q693673
Arriach, 2057, 2, 15, AT, 46.72921000, 13.85046000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q664562
Arzberg, 2059, 6, 15, AT, 47.25000000, 15.51667000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q664562
Arzl, 2064, 7, 15, AT, 47.28333000, 11.43333000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q664562
Arzl im Pitztal, 2064, 7, 15, AT, 47.20712000, 10.76261000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q681920
Aschach an der Donau, 2058, 4, 15, AT, 48.36458000, 14.02044000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q682766
Aschach an der Steyr, 2058, 4, 15, AT, 48.01312000, 14.33544000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q682766
Aschau, 2064, 7, 15, AT, 47.26667000, 11.90000000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q682766
Aschau im Zillertal, 2064, 7, 15, AT, 47.26613000, 11.89536000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q682766
Aschbach Markt, 2065, 3, 15, AT, 48.07234000, 14.75395000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q682766
Aspang Markt, 2065, 3, 15, AT, 47.55000000, 16.08333000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q682766
Asparn an der Zaya, 2065, 3, 15, AT, 48.58333000, 16.50000000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q661593
Asperhofen, 2065, 3, 15, AT, 48.24583000, 15.92606000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q665512
Asten, 2058, 4, 15, AT, 48.21941000, 14.41784000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q665512
Attendorf, 2059, 6, 15, AT, 47.00426000, 15.33897000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q680044
Attersee, 2058, 4, 15, AT, 47.91646000, 13.53953000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q680044
Attnang, 2058, 4, 15, AT, 48.01667000, 13.71667000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q680044
Attnang-Puchheim, 2058, 4, 15, AT, 48.00833000, 13.71667000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q261216
Atzbach, 2058, 4, 15, AT, 48.08364000, 13.70347000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q261216
Atzenbrugg, 2065, 3, 15, AT, 48.29119000, 15.90614000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q676663
Atzesberg, 2058, 4, 15, AT, 48.53959000, 13.86936000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q676663
Au, 2063, 8, 15, AT, 47.32176000, 9.98067000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q676663
Au, 2061, 5, 15, AT, 47.70000000, 13.06667000, 2019-10-05 23:58:21, 2019-10-05 23:58:21, 1, Q676663
Au am Leithaberge, 2065, 3, 15, AT, 47.92296000, 16.55794000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q677138
Au an der Traun, 2058, 4, 15, AT, 48.18020000, 14.11248000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q677138
Audorf, 2058, 4, 15, AT, 48.21810000, 14.27931000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q677138
Auen, 2057, 2, 15, AT, 46.59963000, 13.84389000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q677138
Auersbach, 2059, 6, 15, AT, 47.01667000, 15.86667000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q693516
Auersthal, 2065, 3, 15, AT, 48.37373000, 16.63596000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q663103
Aurach, 2064, 7, 15, AT, 47.41223000, 12.42734000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q663103
Aurach am Hongar, 2058, 4, 15, AT, 47.95182000, 13.67291000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q671006
Aurolzmünster, 2058, 4, 15, AT, 48.24834000, 13.45533000, 2019-10-05 23:58:22, 2020-05-01 18:52:35, 1, Q682218
Ausserbraz, 2063, 8, 15, AT, 47.14875000, 9.90066000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q682218
Außervillgraten, 2064, 7, 15, AT, 46.78750000, 12.43139000, 2019-10-05 23:58:22, 2020-05-01 18:52:35, 1, Q680055
Axams, 2064, 7, 15, AT, 47.23111000, 11.27892000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q384648
Bachmanning, 2058, 4, 15, AT, 48.13104000, 13.79436000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q677495
Bad Aussee, 2059, 6, 15, AT, 47.60998000, 13.78243000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q251065
Bad Blumau, 2059, 6, 15, AT, 47.11667000, 16.05000000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q672639
Bad Deutsch-Altenburg, 2065, 3, 15, AT, 48.13425000, 16.90624000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q661194
Bad Erlach, 2065, 3, 15, AT, 47.72722000, 16.21444000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q691705
Bad Fischau, 2065, 3, 15, AT, 47.83137000, 16.16707000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q691705
Bad Gams, 2059, 6, 15, AT, 46.87111000, 15.22472000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q690159
Bad Gastein, 2061, 5, 15, AT, 47.11547000, 13.13467000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q254835
Bad Gleichenberg, 2059, 6, 15, AT, 46.87556000, 15.90861000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q693550
Bad Goisern, 2058, 4, 15, AT, 47.64252000, 13.61609000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q693550
Bad Hall, 2058, 4, 15, AT, 48.03832000, 14.20773000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q259086
Bad Hofgastein, 2061, 5, 15, AT, 47.17274000, 13.09871000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q671445
Bad Häring, 2064, 7, 15, AT, 47.51071000, 12.11912000, 2019-10-05 23:58:22, 2020-05-01 18:52:35, 1, Q671445
Bad Ischl, 2058, 4, 15, AT, 47.71109000, 13.61893000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q250984
Bad Kreuzen, 2058, 4, 15, AT, 48.26737000, 14.80648000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q677399
Bad Leonfelden, 2058, 4, 15, AT, 48.52047000, 14.29459000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q663179
Bad Pirawarth, 2065, 3, 15, AT, 48.45194000, 16.59833000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q668639
Bad Radkersburg, 2059, 6, 15, AT, 46.68806000, 15.98806000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q698465
Bad Sankt Leonhard im Lavanttal, 2057, 2, 15, AT, 46.96278000, 14.79167000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q660781
Bad Sauerbrunn, 2062, 1, 15, AT, 47.77439000, 16.32841000, 2019-10-05 23:58:22, 2020-08-01 13:17:20, 1, 
Bad Schallerbach, 2058, 4, 15, AT, 48.22999000, 13.91925000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q700169
Bad Schönau, 2065, 3, 15, AT, 47.49473000, 16.23410000, 2019-10-05 23:58:22, 2020-05-01 18:52:34, 1, Q676166
Bad Tatzmannsdorf, 2062, 1, 15, AT, 47.33126000, 16.23067000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q676166
Bad Traunstein, 2065, 3, 15, AT, 48.43850000, 15.11712000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q676166
Bad Vöslau, 2065, 3, 15, AT, 47.96533000, 16.21359000, 2019-10-05 23:58:22, 2020-05-01 18:52:34, 1, Q798800
Bad Waltersdorf, 2059, 6, 15, AT, 47.16960000, 16.00870000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q664631
Bad Zell, 2058, 4, 15, AT, 48.34906000, 14.66945000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q682850
Baden, 2065, 3, 15, AT, 48.00543000, 16.23264000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q486450
Badersdorf, 2062, 1, 15, AT, 47.20000000, 16.36667000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q662576
